¼ø¹ø,ÀÛÇ°¸í,ÀÎ¹°¸í,ÀÛÁß ³ªÀÌ,¼ºº°,Ãâ»ýÁö,¿¬·É´ë,½ÅºÐÀ¯Çü,¿ø½Ãµ¥ÀÌÅÍ,ÅÂ±ë µ¥ÀÌÅÍ
636,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,Áö±Ý ¹Ù·ÎÀÜ´Ù,Áö±Ý__03/MAG ¹Ù·Î__02/MAG+ÀÚ__01/VV+¤¤´Ù/EC
637,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾Æ ¿ÀÁö¸»°í °¡¶ó±×³É,¾Æ__02/IC ¿À__01/VV+Áö/EC+¸»__03/VX+°í/EC °¡__01/VV+¶ó/EC+±×³É/MAG
638,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¿ÀÁö¸»°í,¿À__01/VV+Áö/EC+¸»__03/VX+°í/EC
639,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾Æ¾¯!!!,¾Æ/EC+¾¯__01/NNG+!/SF+!/SF+!/SF
640,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,³»°¡ ÇÏÁö¸»¶ó²¿!! ÇÏÁö¸»¶ó²¿!,³»__04/NP+°¡/JKS ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó²¿/EF+!/SF+!/SF ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó²¿/EF+!/SF
641,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾Æ Àá¸¸ ³ª¿Í¹Ù¶ó,¾Æ__02/IC Àá__01/NNG+¸¸/JX ³ª¿À/VV+¾Æ/EC+¹Ù¶ó__01/VV+¾Æ/EC
642,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾Æ Àá±ñ ³ª¿ÍºÁ Àá±ñ ³ª¿Íº¸¶ó´Ï±î,¾Æ__02/IC Àá±ñ/MAG ³ª¿À/VV+¾Æ/EC+º¸__01/VX+¾Æ/EC Àá±ñ/MAG ³ª¿À/VV+¾Æ/EC+º¸__01/VX+¶ó´Ï±î/EC
643,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿ì¾¾ ÇÏÁö¸»¶ó°í ÀÌ¾¾ !!,¿ì__06/NNP+¾¾__07/NNB ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó°í/EC ÀÌ¾¾/IC !/SF+!/SF
644,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¶Ë½Õ´Ù °¡½Ã³ª¾ß,¶Ë/NNG+½Î__02/VV+¾Ò/EP+´Ù/EC °¡½Ã³ª/NNG+¾ß/JX
645,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,À¸¾Æ ¶Ë½Î¶ó ¶Ë½Î!!,À¸¾Æ/IC ¶Ë/NNG+½Î__02/VV+¾Æ¶ó/EC ¶Ë/NNG+½Î__02/VV+¾Æ/EF+!/SF+!/SF
646,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,»¡·¡ Àß µ¹›Á¦,»¡·¡/NNG Àß__02/MAG µ¹/NNP+›/SL+Á¦__02/IC
647,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾î,¾î__02/IC
648,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¿ì¸®µµ Àú ºÀ µé¾î°£°É·Î ¹Ù²Ù±î ,¿ì¸®__03/NP+µµ/JX Àú__04/MM ºÀ__12/NNG µé¾î°¡__01/VV+¤¤/ETM+°Í__01/NNB+·Î/JKB ¹Ù²Ù/VV+¤©±î/EC
649,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¸¸³¯ ¾ûÄÑ°¡ Çª´Â°Ô ÀÏÀÌ´Ù ¾ÆÀÌ°¡,¸¸³ª/VV+¤©/ETM ¾ûÅ°/VV+¾î/EC+°¡/JKS Ç®/VV+´Â/ETM+°Ô/EC ÀÏ__01/NNG+ÀÌ/VCP+´Ù/EC ¾ÆÀÌ/VV+°¡/EF
650,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,±Ùµ¥ »ïÃµÆ÷ ±Ý¸¶ ¾ÆÁ÷µµ ¾È¿Ô³ª,±Ùµ¥__01/MAJ »ïÃµÆ÷/NNP ±Ý¸¶/NNP ¾ÆÁ÷__01/MAG+µµ/JX ¾È__02/MAG+¿À__01/VV+¾Ò/EP+³ª/EC
651,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾î ¾È±×·¡µµ ¾ÆºÎÁö°¡ Áö±Ý ³ª°¡º¼¶ó²¿,¾î__02/IC ¾È__02/MAG+±×·¯/VV+¾îµµ/EC ¾ÆºÎÁö/NNG+°¡/JKS Áö±Ý__03/MAG ³ª°¡/VV+¾Æ/EC+º¸__01/VX+¤©/ETM+ÀÌ/VCP+¶ó²¿/EC
652,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,ÀÖµû¾ÆÀÌ°¡ ±×·¡µµ ±×·¹ÀÌ½º¹éÈ­Á¡¾Õ±îÁö´Â °¬´Ù¿Â³ªÀÌ,ÀÖ__01/VA+µû__01/VV+¾Æ/EC+¾ÆÀÌ/VV+°¡/EC ±×·¯/VV+¾îµµ/EC ±×·¹ÀÌ½º¹éÈ­Á¡/NNP+¾Õ/NNG+±îÁö/JX+´Â/JX °¡__01/VV+¾Ò/EP+´Ù/EC+¿À__01/VV+¤¤/ETM+³ªÀÌ/NNG
653,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾î¾îÀÌ.,¾î¾îÀÌ/IC+./SF
654,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ±×¶ó°íÈ¤½Ã »ïÃµÆù°¡ ¹º°¡ÇÏ°í ±æÀÌ Á» ¾ù°¥¸®¹È,¾Æ__02/IC ±×¶ó°í/MAG+È¤½Ã__01/MAG »ï__06/NR+Ãµ__03/NR+Æù/NNP+°¡/VV+¾Æ/EC ¹«¾ù/NP+ÀÌ/VCP+¤¤°¡/EC+ÇÏ__01/VV+°í/EC ±æ__01/NNG+ÀÌ/JKS Á»__02/MAG ¾ù°¥¸®/VV+¹È/EC
655,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,»ß»ßÄ¡¼ÒÀ× ¿­·ÄÈ÷»ç¸ð(1010235),»ß»ß__01/NNG+Ä¡__02/VV+¼ÒÀ×/EC ¿­·ÄÈ÷/MAG+»ç¸ð__05/NNG+(/SS+1010235/SN+)/SS
656,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤ ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î ¿Ô´Â°©´Ù,¾î__02/IC ¿À__01/VV+¾Ò/EP+´Â°©´Ù/EF
657,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾îÀÌ°í ¾îÀÌ°í ¿Ô´Â°©³×,¾îÀÌ°í/IC ¾îÀÌ°í/IC ¿À__01/VV+¾Ò/EP+´Â°©³×/EF
658,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ÁøÀÛ¿¡ ¿ÀÁö ÀÌ½¦Å°´Â±×·¡.. Âì,¾Æ__02/IC ÁøÀÛ¿¡/MAG ¿À__01/VV+Áö/EC ÀÌ/MM+½¦Å°/NNG+´Â/ETM+±×·¡__01/IC+./SF+./SF Âì/MAG
659,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æµû ¶Ç ¿·Áý ¿©ÆÒ³×±¸¸¸ Âü¸»·Î,¾Æµû__01/IC ¶Ç/MAG ¿·Áý/NNG ¿©ÆÒ³×/NNG+±¸¸¸/EC Âü¸»·Î/MAG
660,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿Ö ´©±ºµ¥,¿Ö__02/MAG ´©±¸/NP+ÀÌ/VCP+¤¤µ¥/EF
661,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ¾ß Âü ¼­¿ï»ç¶÷µéÀº ÇØµµÇØµµ ³Ê¹«ÇÑ´ÙÀ×,¾Æ¾ß__01/IC Âü__01/IC ¼­¿ï__01/NNP+»ç¶÷/NNG+µé__09/XSN+Àº/JX ÇÏ__01/VV+¾îµµ/EC+ÇÏ__01/VV+¾îµµ/EC ³Ê¹«ÇÏ/VV+¤¤´ÙÀ×/EF
662,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾ÆÄ§ºÎÅÍ ¿ì¸®Áý ½Ã²ô·´´Ù°í Àú·¡ ´ë¹®À» ¹ÌÄ£µíÀÌ µå³ªµç´Ù,¾ÆÄ§/NNG+ºÎÅÍ/JX ¿ì¸®__03/NP+Áý__01/NNG ½Ã²ô·´/VA+´Ù°í/EC Àú·¸/VA+¾î/EC ´ë¹®__03/NNG+À»/JKO ¹ÌÄ¡__01/VV+¤¤/ETM+µíÀÌ__01/NNB µå³ªµé/VV+¤¤´Ù/EF
663,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¸Â³ª,¸Â__01/VV+³ª/EF
664,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,Âü¸»·Î »ý°¢ÇÒ¼ö·Ï ¼ºÁú³ª Á×°Í³× ±×³É¾î?,Âü¸»·Î/MAG »ý°¢ÇÏ/VV+¤©¼ö·Ï/EC ¼ºÁú³ª/VV+¾Æ/EC Á×/VV+°Í/EP+³×/EC ±×³É/MAG+¾î/EF+?/SF
665,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¼­¿ï»ç¶÷µéÀº ´ä´äÇØ¼­ ¿ìÂ° »ê´ë,¼­¿ï__01/NNP+»ç¶÷/NNG+µé__09/XSN+Àº/JX ´ä´äÇÏ/VA+¾î¼­/EC ¿ìÂ°/MAG »ì__01/VV+¤¤´ë/EF
666,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¿À´Ã ±×³É È® ÇÏ·ç±×³É Äã ¹ÌÄ£°³ µÇºÎ·¯....,¿À´Ã/MAG ±×³É/MAG È®__02/MAG ÇÏ·ç__01/NNG+±×³É/MAG Äã/MAG ¹ÌÄ£°³/NNG µÇºÎ¸£/VV+¾î/EF+./SF+./SF+./SF+./SF
667,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,"¾Æ ÀÓÀÚ, Àú ¿©Ææ³×°¡ ¶Ç ¹¹¶ó°í ÇÏ´ø°¡ ¾î?","/SS+¾Æ__02/IC ÀÓÀÚ__03/NP+,/SP Àú__04/MM ¿©/NP+Ææ__01/NNG+³×__08/XSN+°¡/JKS ¶Ç/MAG ¹¹/NP+ÀÌ/VCP+¶ó°í/EC ÇÏ__01/VV+´ø°¡/EC ¾î__02/IC+?/SF+/SS"
668,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ÀÎÀÚ´Â Àú ¼¼Å¹±â ¼Ò¸®µµ µé¸°µ¥?,¾Æ__02/IC ÀÎÀÚ__01/NNG+´Â/JX Àú__04/MM ¼¼Å¹±â/NNG ¼Ò¸®__01/NNG+µµ/JX µé¸®__03/VV+¤¤/ETM+µ¥__01/NNB+?/SF
669,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,³» ±Ó±¸¸Û¿£ ÇÏ³ªµµ ¾Èµé¸°µð,³ª__03/NP+ÀÇ/JKG ±Ó±¸¸Û/NNG+¿¡/JKB+¤¤/JX ÇÏ³ª/NNG+µµ/JX ¾È__04/NNG+µé__09/XSN+¸°__99/NNP+µð__03/NNG
670,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ¹¹¶ó°í ¾ê±âÇÏ³Ä°í,¾Æ__02/IC ¹¹/NP+ÀÌ/VCP+¶ó°í/EC ¾ê±âÇÏ/VV+³Ä°í/EC
671,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ÀÌ»ç¶÷¾Æ °æÂû¿¡ ¼îºÎ¶óµµ ÇÑ´ë?,¾Æ__02/IC ÀÌ__05/MM+»ç¶÷/NNG+¾Æ/JKV °æÂû__04/NNG+¿¡/JKB ¼îºÎ/NNG+¶óµµ/JX ÇÏ__01/VV+¤¤´ë/EF+?/SF
672,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ¹¹¶ó°í Çß³Ä°í,¾Æ__02/IC ¹¹/NP+ÀÌ/VCP+¶ó°í/EC ÇÏ__01/VV+¾ú/EP+³Ä°í/EC
673,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,»¡·¡ °È¾Æ¶õ´Ù,»¡·¡/NNG °È__03/VV+¾Æ¶õ/ETM+´Ù/NR
674,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¹Û¿¡ ºñ¿Â´Ù²¿.. ÆÛ¶à »¡·¡ °Å´Ù¶õ´Ù..,¹Û/NNG+¿¡/JKB ºñ__01/NNG+¿À__01/VV+¤¤/ETM+´Ù²¿/EF+./SF+./SF ÆÛ¶à/MAG »¡·¡/NNG °Í__01/NNB+ÀÌ/VCP+´Ù/EC+¶õ´Ù/EF+./SF+./SF
675,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,³ªÁ¤¾Æ ´Ï ÆÛ¶à³ª°¡¼­ »¡·¡ °È¾Æ¶ó,³ªÁ¤¾Æ/NNP ´Ï__05/NP ÆÛ¶à/MAG+³ª°¡/VV+¾Æ¼­/EC »¡·¡/NNG °È__03/VV+¾Æ¶ó/EF
676,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ÀÓÀÚ.. ¹» ±×·¸°Ô Ã£¾Æ½Î..,¾Æ__02/IC ÀÓÀÚ__01/NNG+./SF+./SF ¹«¾ù/NP+¤©/JKO ±×·¸/VA+°Ô/EC Ã£/VV+¾Æ/EC+½Î__01/VV+¾Æ/EF+./SF+./SF
677,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,Âý½Ò¸ðÂî Ã£´Â´Ù,Âý½Ò¸ðÂî/NNG Ã£/VV+´Â´Ù/EF
678,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ÀÌ¾ß¹ã¿¡ ¹º Âý½Ò¸ðÂî¿©,¾Æ__02/IC ÀÌ/MM+¾ß¹ã/NNG+¿¡/JKB ¹«½¼/MM Âý½Ò¸ðÂî/NNG+¿©/JX
679,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¿·Áý °®´Ù ÁÖ±×·Î..,¿·Áý/NNG °®__01/VV+´Ù/EC ÁÖ__01/VV+±×·Î/EF+./SF+./SF
680,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,Àß¿Ô´Ù...,Àß__02/MAG+¿À__01/VV+¾Ò/EP+´Ù/EF+./SF+./SF+./SF
681,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,º°ÀÏÀº ¹«½¼...,º°ÀÏ/NNG+Àº/JX ¹«½¼/MM+./SF+./SF+./SF
682,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¾î ¹ä¹µ´Ù...,¾î__02/IC ¹ä__01/NNG+¹µ/VV+´Ù/EF+./SF+./SF+./SF
683,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¹ä ¹µ´Ù......,¹ä__01/NNG ¹µ/VV+´Ù/EF+./SF+./SF+./SF+./SF+./SF+./SF
684,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¼³··ÅÁ ¹µ´Ù ¼³··ÅÁ...,¼³··ÅÁ/NNG ¹µ/VV+´Ù/EC ¼³··ÅÁ/NNG+./SF+./SF+./SF
685,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,Ä£±¸ ¸¸³µ´Ù.. ±×·¡°¡ Á» ´Ê¾úÁö,Ä£±¸__02/NNG ¸¸³ª/VV+¾Ò/EP+´Ù/EF+./SF+./SF ±×·¯/VV+¾î/EC+°¡/JKS Á»__02/MAG ´Ê/VA+¾ú/EP+Áö/EF
686,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,°ÆÁ¤¾ÈÇØµµ µÈ´Ù Áý¾ÕÀÌ´Ù.,°ÆÁ¤/NNG+¾È__02/MAG+ÇÏ__01/VV+¾îµµ/EC µÇ__01/VV+¤¤´Ù/EC Áý__01/NNG+¾Õ/NNG+ÀÌ/VCP+´Ù/EF+./SF
687,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,(¿ï¾Æµé... ¼­¿ï ¾ÈÃä³ª....),(/SS+¿ï/NP+Çü´Ô/NNG+¾Æµé/NNG+./SF+./SF+./SF ¼­¿ï__01/NNP ¾È/MAG+Ãä/VA+³ª__03/NP+./SF+./SF+./SF+./SF+)/SS
688,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¾ÈÃä´Ù. ¶ß¶æ..ÇÏ´Ù...,¾È/MAG+Ãä/VA+´Ù/EF+./SF ¶ß¶æ/NNG+./SF+./SF+ÇÏ__01/VV+´Ù/EF+./SF+./SF+./SF
689,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,(³» »ý¶¼°°Àº »õ³¢.. °´Áö³»³õ°í ¾ö¸¶°¡ ¿ìÂ° ÀáÀ»ÀÚ±ß³ë..,(/SS+³ª__03/NP+ÀÇ/JKG »ý¶¼/NNG+°°/VA+Àº/ETM »õ³¢__02/NNG+./SF+./SF °´Áö/NNG+³»³õ/VV+°í/EC ¾ö¸¶/NNG+°¡/JKS ¿ìÂ°/MAG Àá__01/NNG+À»/JKO+ÀÚ__01/VV+±ß__01/NNG+³ë__11/NNP+./SF+./SF
690,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,"¿ÍÀÌ¶ó³ë.. ¾ÆÀÌ±¸¸¶, µÆ½É´Ïµ¥ÀÌ..","/SS+¿Ö__02/MAG+ÀÌ·¯/VV+³ë/EF+./SF+./SF ¾ÆÀÌ±¸¸¶/IC+,/SP µÇ__01/VV+¾ú/EP+½É__01/VV+¤²´Ïµ¥ÀÌ/EF+./SF+./SF+/SS"
691,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¼­¿ï¼­ ±âÁ×Áö ¸»°í,¼­¿ï__01/NNP+¼­/JKB ±âÁ×/VV+Áö/EC ¸»__03/VX+°í/EC
692,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,³ª»Û³ðµéÇÏ°í ¾îºí¶ó ¸»°í,³ª»Ú__01/VA+¤¤/ETM+³ð__01/NNB+µé__09/XSN+ÇÏ°í/JKB ¾î__05/NNG+ºí/NNG+ÀÌ/VCP+¶ó/EC ¸»__03/VX+°í/EC
693,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,µ· ¶³¾îÁö¸¶ ¾ö¸¶ÇÑÅ× ÀüÈ­ÇÏ°í,µ·__01/NNG ¶³¾îÁö/VV+¸¶/EFN ¾ö¸¶/NNG+ÇÑÅ×/JKB ÀüÈ­ÇÏ__02/VV+°í/EC
694,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¹äÀº.. ¾ÆÄ§Àú³á ²ÀÃ¬±â¹¬°í ´ó±â¶ó,¹ä__01/NNG+Àº/JX+./SF+./SF ¾ÆÄ§Àú³á/NNG ²À__03/MAG+Ã¬/NNP+±â/ETN+¹¬__02/VV+°í/EC ´ó±â/VV+¶ó/EC
695,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸é ¹¬Áö¸»°í ÀÎ½ºÅÏÆ® ¹¬Áö¸»°í,¸é__05/NNG ¹¬__02/VV+Áö/EC+¸»__03/VX+°í/EC ÀÎ½ºÅÏÆ®/NNG ¹¬__02/VV+Áö/EC+¸»__03/VX+°í/EC
696,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¹ä¹¬°í ´ó±â¶ó),¹ä__01/NNG+¹¬__02/VV+°í/EC ´ó±â/VV+¶ó/EF+)/SS
697,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,³»°¡ ¹¹ ¾Æ°¡..,³»__04/NP+°¡/JKS ¹¹/NP ¾Æ°¡__01/NNG+./SF+./SF
698,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,(¿ì¸® ÂøÇÑ¾Æµé.. ¾ö¸¶°¡ ¿À´Ã ¿ìÂî ÀÚ±ß³ë..,(/SS+¿ì¸®__03/NP ÂøÇÏ/VA+¤¤/ETM+¾Æµé/NNG+./SF+./SF ¾ö¸¶/NNG+°¡/JKS ¿À´Ã/NNG ¿ìÂî/IC ÀÚ__18/NNB+±ß__01/NNG+³ë__11/NNP+./SF+./SF
699,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿ì¸®¾Æµé ¼­¿ï¿¡... ³»¶ó³õ°í..,¿ì¸®__03/NP+¾Æµé/NNG ¼­¿ï__01/NNP+¿¡/JKB+./SF+./SF+./SF ³»__01/NNG+ÀÌ/VCP+¾Æ/EC+³õ__01/VX+°í/EF+./SF+./SF
700,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾ö¸¶°¡ ¿ìÂ° ÀáÀ» ÀÚ±ß³ë..),¾ö¸¶/NNG+°¡/JKS ¿ìÂ°/MAG Àá__01/NNG+À»/JKO ÀÚ__18/NNB+±ß__01/NNG+³ë__11/NNP+./SF+./SF+)/SS
701,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,³ªÁß¿¡ ÀüÈ­ÇÏ²²,³ªÁß__01/NNG+¿¡/JKB ÀüÈ­/NNG+ÇÏ__12/XSN+²²/JKB
702,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,(¿ì¸®¾Æµé.. ¾ö¸¶°¡...,(/SS+¿ì¸®__03/NP+¾Æµé/NNG+./SF+./SF ¾ö¸¶/NNG+°¡/JKS+./SF+./SF+./SF
703,ÀÀ´äÇÏ¶ó1994,±è¼º±ÕÀÇ ¾ö¸¶,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,»ç¶ûÇÑ´Ù....),»ç¶ûÇÏ/VV+¤¤´Ù/EF+./SF+./SF+./SF+./SF+)/SS
704,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¾ó¸¥ÀÚ¶ó.,¾ó¸¥__02/MAG+ÀÚ¶ó__01/VV+¾Æ/EF+./SF
705,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,"¾î, ¾ö¸¶µµ.","/SS+¾î__02/IC+,/SP ¾ö¸¶/NNG+µµ/JX+./SF+/SS"
